gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,from,match
male,28,Caucasian American,24,above,10,10,10,10,10,Caucasian American,Biological Sciences/Chemistry/Physics,"Buffalo, NY",1
male,28,Caucasian American,26,sligthly_above,7,8,7,7,5,Asian-American,Biological Sciences/Chemistry/Physics,"Buffalo, NY",1
male,28,Caucasian American,27,sligthly_above,8,8,5,5,2,Asian-American,Biological Sciences/Chemistry/Physics,"Buffalo, NY",1
male,28,Caucasian American,27,above,9,9,9,8,9,Caucasian American,Biological Sciences/Chemistry/Physics,"Buffalo, NY",1
male,28,Caucasian American,28,sligthly_above,7,7,8,7,8,Asian-American,Biological Sciences/Chemistry/Physics,"Buffalo, NY",1
male,29,Caucasian American,24,average,10,9,5,6,2,Caucasian American,Business/Econ/Finance,France,1
male,29,Caucasian American,27,sligthly_above,9,9,8,8,8,Caucasian American,Business/Econ/Finance,France,1
male,27,Caucasian American,24,sligthly_above,7,8,8,8,8,Caucasian American,Business/Econ/Finance,"London, England",1
male,27,Caucasian American,26,sligthly_above,10,10,10,8,8,Asian-American,Business/Econ/Finance,"London, England",1
male,27,Caucasian American,28,sligthly_above,7,7,6,6,6,Caucasian American,Business/Econ/Finance,"London, England",1
male,27,Caucasian American,27,above,10,10,10,10,8,Caucasian American,Business/Econ/Finance,"London, England",1
male,27,Caucasian American,30,average,9,10,8,10,7,African American,Business/Econ/Finance,"London, England",1
male,22,Caucasian American,24,average,4,8,9,9,9,Caucasian American,Math,NJ,1
male,22,Caucasian American,28,sligthly_above,7,8,9,6,10,Caucasian American,Math,NJ,1
male,22,Caucasian American,27,above,9,10,9,9,7,Caucasian American,Math,NJ,1
male,22,Caucasian American,30,average,9,10,9,9,7,African American,Math,NJ,1
female,29,Asian-American,34,sligthly_above,10,10,8,6,7,Caucasian American,Business/Econ/Finance,Pennsylvania,1
female,23,Other,21,average,5,6,5,5,5,Caucasian American,Political Science/International Affairs,Ohio,1
female,23,Other,25,above,8,8,9,8,10,Caucasian American,Political Science/International Affairs,Ohio,1
female,23,Other,25,average,8,8,6,8,9,Asian-American,Political Science/International Affairs,Ohio,1
female,28,Asian-American,34,above,10,10,7,10,6,Caucasian American,Business/Econ/Finance,California,1
female,28,Asian-American,24,sligthly_above,7,7,6,7,8,Asian-American,Business/Econ/Finance,California,1
female,28,Asian-American,28,sligthly_above,8,7,7,8,7,Caucasian American,Business/Econ/Finance,California,1
female,30,Hispanic American,25,above,8,10,9,9,5,Caucasian American,English/Creative Writing/Journalism,California,1
female,24,Asian-American,34,above,9,8,8,9,9,Caucasian American,Business/Econ/Finance,taiwan,1
female,24,Asian-American,24,sligthly_above,7,8,8,6,4,Caucasian American,Business/Econ/Finance,taiwan,1
female,22,African American,25,above,10,8,8,8,5,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech","Brooklyn, NY",1
female,22,African American,28,sligthly_above,8,8,8,8,5,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech","Brooklyn, NY",1
female,22,African American,25,sligthly_above,10,8,6,9,9,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech","Brooklyn, NY",1
female,24,Caucasian American,34,above,10,10,10,10,10,Caucasian American,Social Work,Uzbekistan,1
male,34,Caucasian American,29,average,6,6,6,6,6,Asian-American,Business/Econ/Finance,Nebraska,1
male,34,Caucasian American,28,sligthly_above,7,8,6,7,5,Asian-American,Business/Econ/Finance,Nebraska,1
male,34,Caucasian American,24,sligthly_above,8,7,8,7,6,Asian-American,Business/Econ/Finance,Nebraska,1
male,34,Caucasian American,24,sligthly_above,9,9,7,6,9,Caucasian American,Business/Econ/Finance,Nebraska,1
male,25,Asian-American,22,average,8,9,6,10,6,African American,Math,Queens,1
male,24,Asian-American,28,sligthly_above,8,7,6,5,6,Asian-American,Engineering,Kansas,1
male,24,Asian-American,22,sligthly_above,8,9,7,9,7,African American,Engineering,Kansas,1
male,26,Caucasian American,29,average,5,5,5,5,7,Asian-American,Business/Econ/Finance,nyc,1
male,21,Caucasian American,23,average,7,7,7,7,7,Other,Engineering,Atlanta,1
male,25,Caucasian American,23,sligthly_above,8,7,7,5,7,Other,Political Science/International Affairs,Azerbaijan,1
male,25,Caucasian American,30,sligthly_above,6,7,7,7,7,Hispanic American,Political Science/International Affairs,Azerbaijan,1
male,25,Caucasian American,22,average,5,6,10,5,4,African American,Political Science/International Affairs,Azerbaijan,1
male,28,Caucasian American,28,sligthly_above,6,7,8,7,6,Asian-American,Business/Econ/Finance,Connecticut,1
male,28,Caucasian American,22,sligthly_above,9,8,8,8,4,African American,Business/Econ/Finance,Connecticut,1
male,24,Caucasian American,24,above,8,8,9,8,9,Asian-American,Business/Econ/Finance,"Los Angeles, CA",1
male,25,Asian-American,23,average,6,7,6,7,7,Other,Law,new york city,1
male,25,Asian-American,22,sligthly_above,8,9,8,9,9,African American,Law,new york city,1
female,24,Caucasian American,27,average,3,6,7,6,5,Asian-American,"Social Science, Psychologist",New York,1
female,27,Caucasian American,26,average,9,8,9,7,9,Asian-American,Biological Sciences/Chemistry/Physics,"Rochester, NY",1
female,27,Caucasian American,26,average,5,9,4,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,"Rochester, NY",1
female,27,Caucasian American,28,average,7,7,7,6,6,Hispanic American,Biological Sciences/Chemistry/Physics,"Rochester, NY",1
female,27,Caucasian American,28,sligthly_above,9,7,9,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,"Rochester, NY",1
female,25,Asian-American,23,sligthly_above,8,8,7,9,5,Caucasian American,History/Religion/Philosophy,"Taipei, Taiwan",1
female,25,Asian-American,26,sligthly_above,7,7,5,5,7,Caucasian American,History/Religion/Philosophy,"Taipei, Taiwan",1
female,24,Other,26,sligthly_above,7,9,7,7,7,Caucasian American,Political Science/International Affairs,Berkeley,1
female,24,Other,30,above,5,6,6,6,9,Hispanic American,Political Science/International Affairs,Berkeley,1
female,24,Other,31,above,10,9,10,8,8,Caucasian American,Political Science/International Affairs,Berkeley,1
female,30,Caucasian American,26,average,6,6,5,6,6,Asian-American,History/Religion/Philosophy,New York,1
female,30,Caucasian American,26,above,6,7,5,6,7,Caucasian American,History/Religion/Philosophy,New York,1
female,30,Caucasian American,26,average,6,6,6,5,5,Caucasian American,History/Religion/Philosophy,New York,1
female,30,Caucasian American,27,sligthly_above,6,7,7,8,3,Asian-American,History/Religion/Philosophy,New York,1
female,30,Caucasian American,23,sligthly_above,6,6,7,6,7,Caucasian American,History/Religion/Philosophy,New York,1
female,25,Caucasian American,26,sligthly_above,7,7,5,7,5,Caucasian American,Business/Econ/Finance,Northern California,1
female,25,Caucasian American,32,above,6,6,7,6,5,Caucasian American,Business/Econ/Finance,Northern California,1
female,25,Caucasian American,28,sligthly_above,8,6,6,6,3,Caucasian American,Business/Econ/Finance,Northern California,1
female,25,Caucasian American,42,above,8,9,9,5,5,Caucasian American,Business/Econ/Finance,New York,1
female,22,Caucasian American,26,average,7,9,6,8,7,Caucasian American,Math,"Silver Spring, MD",1
female,23,Caucasian American,25,sligthly_above,10,10,10,10,10,Other,Biological Sciences/Chemistry/Physics,England,1
female,23,Caucasian American,27,average,5,7,6,6,3,Asian-American,Biological Sciences/Chemistry/Physics,England,1
female,31,African American,24,average,7,8,5,6,5,Caucasian American,Business/Econ/Finance,Cameroon,1
female,31,African American,25,above,10,10,10,10,10,Other,Business/Econ/Finance,Cameroon,1
female,31,African American,27,average,6,7,7,7,5,Asian-American,Business/Econ/Finance,Cameroon,1
female,31,African American,28,above,9,10,8,9,6,Caucasian American,Business/Econ/Finance,Cameroon,1
female,31,African American,32,average,7,8,8,8,9,Caucasian American,Business/Econ/Finance,Cameroon,1
female,31,African American,28,average,8,8,8,7,8,Hispanic American,Business/Econ/Finance,Cameroon,1
female,31,African American,42,average,8,9,8,7,7,Caucasian American,Business/Econ/Finance,Cameroon,1
female,23,Caucasian American,26,sligthly_above,6,8,9,5,8,Caucasian American,Biological Sciences/Chemistry/Physics,New Jersey,1
female,23,Caucasian American,23,above,7,7,9,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,New Jersey,1
female,23,Caucasian American,26,sligthly_above,8,7,9,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,New Jersey,1
female,25,African American,26,sligthly_above,7,5,7,7,5,Asian-American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,26,sligthly_above,8,8,9,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,26,sligthly_above,7,7,7,6,7,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,25,above,9,9,10,9,8,Other,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,32,sligthly_above,6,5,5,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,23,sligthly_above,7,8,8,7,6,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,26,sligthly_above,8,8,8,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,28,average,8,7,5,6,3,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,42,above,8,7,8,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,PA,1
female,25,African American,30,sligthly_above,8,7,9,6,7,Hispanic American,Biological Sciences/Chemistry/Physics,PA,1
female,29,Caucasian American,23,above,8,8,8,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,Atlanta,1
female,29,Caucasian American,26,sligthly_above,8,7,7,7,7,Asian-American,Biological Sciences/Chemistry/Physics,Atlanta,1
female,29,Caucasian American,28,average,8,7,5,6,3,Caucasian American,Biological Sciences/Chemistry/Physics,Atlanta,1
female,28,Caucasian American,26,average,5,7,7,5,5,Caucasian American,Political Science/International Affairs,Bulgaria,1
female,28,Caucasian American,42,above,7,7,7,5,7,Caucasian American,Political Science/International Affairs,Bulgaria,1
female,27,Hispanic American,26,average,8,7,7,8,6,Asian-American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,26,average,10,8,8,6,6,Caucasian American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,26,sligthly_above,8,8,8,6,7,Caucasian American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,27,average,8,8,8,8,6,Asian-American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,32,sligthly_above,8,6,6,5,5,Caucasian American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,23,sligthly_above,7,8,8,7,7,Caucasian American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,24,sligthly_above,6,7,7,6,6,Asian-American,Business/Econ/Finance,New York City,1
female,27,Hispanic American,30,average,8,7,6,7,10,Hispanic American,Business/Econ/Finance,New York City,1
female,25,Hispanic American,26,sligthly_above,6,7,5,6,6,Caucasian American,Political Science/International Affairs,New York Area/ New Jersey,1
female,25,Hispanic American,26,average,8,8,7,7,7,Caucasian American,Political Science/International Affairs,New York Area/ New Jersey,1
male,23,Caucasian American,25,average,8,7,9,8,5,Asian-American,Biological Sciences/Chemistry/Physics,Philadelphia,1
male,26,Asian-American,27,sligthly_above,8,9,9,8,9,Caucasian American,Business/Econ/Finance,Baltimore,1
male,26,Asian-American,30,average,6,8,6,8,5,Caucasian American,Business/Econ/Finance,Baltimore,1
male,26,Asian-American,25,above,10,10,10,10,10,African American,Business/Econ/Finance,Baltimore,1
male,26,Asian-American,29,sligthly_above,8,8,9,9,10,Caucasian American,Business/Econ/Finance,Baltimore,1
male,26,Asian-American,27,sligthly_above,6,8,7,8,7,Hispanic American,Business/Econ/Finance,Baltimore,1
male,26,Caucasian American,27,above,6,10,7,9,6,Caucasian American,Biological Sciences/Chemistry/Physics,Houston,1
male,26,Caucasian American,24,sligthly_above,9,9,7,9,4,Other,Biological Sciences/Chemistry/Physics,Houston,1
male,26,Caucasian American,30,above,9,9,8,9,8,Caucasian American,Biological Sciences/Chemistry/Physics,Houston,1
male,26,Caucasian American,22,above,8,9,8,10,7,Caucasian American,Biological Sciences/Chemistry/Physics,Houston,1
male,26,Caucasian American,25,average,8,8,8,8,8,African American,Biological Sciences/Chemistry/Physics,Houston,1
male,26,Caucasian American,27,sligthly_above,10,10,7,10,5,Hispanic American,Biological Sciences/Chemistry/Physics,Houston,1
male,26,Caucasian American,25,sligthly_above,8,9,8,10,8,Hispanic American,Biological Sciences/Chemistry/Physics,Houston,1
male,24,Caucasian American,31,sligthly_above,7,7,7,7,7,African American,Biological Sciences/Chemistry/Physics,Russia/Germany,1
male,26,Caucasian American,25,average,7,7,7,7,8,Asian-American,Business/Econ/Finance,Spain,1
male,26,Caucasian American,30,above,10,10,10,9,10,Caucasian American,Business/Econ/Finance,Spain,1
male,26,Caucasian American,23,above,9,9,10,9,8,Caucasian American,Business/Econ/Finance,Spain,1
male,26,Caucasian American,25,sligthly_above,9,9,9,9,9,African American,Business/Econ/Finance,Spain,1
male,26,Caucasian American,28,average,10,9,10,7,7,Caucasian American,Business/Econ/Finance,Spain,1
male,26,Caucasian American,27,sligthly_above,8,9,8,9,6,Hispanic American,Business/Econ/Finance,Spain,1
male,25,Other,23,sligthly_above,8,8,7,6,6,Caucasian American,Political Science/International Affairs,DC,1
male,25,Other,31,above,10,10,10,9,9,African American,Political Science/International Affairs,DC,1
male,25,Other,25,average,10,10,9,9,9,African American,Political Science/International Affairs,DC,1
male,27,Asian-American,24,sligthly_above,10,10,8,10,7,Caucasian American,Business/Econ/Finance,India,1
male,27,Asian-American,30,average,10,9,6,9,2,Caucasian American,Business/Econ/Finance,India,1
male,27,Asian-American,23,sligthly_above,8,8,8,8,6,Caucasian American,Business/Econ/Finance,India,1
male,27,Asian-American,31,sligthly_above,7,8,6,7,5,African American,Business/Econ/Finance,India,1
male,27,Asian-American,27,sligthly_above,7,8,7,8,7,Hispanic American,Business/Econ/Finance,India,1
male,28,Caucasian American,31,sligthly_above,8,8,5,5,5,African American,History/Religion/Philosophy,Wash DC (4 yrs),1
male,32,Caucasian American,31,sligthly_above,7,7,7,7,7,African American,"Social Science, Psychologist",Sweden,1
male,32,Caucasian American,25,above,10,10,10,10,10,African American,"Social Science, Psychologist",Sweden,1
male,32,Caucasian American,27,sligthly_above,8,8,7,7,6,Hispanic American,"Social Science, Psychologist",Sweden,1
male,28,Hispanic American,27,average,7,8,9,8,7,Caucasian American,Business/Econ/Finance,Colombia,1
male,28,Hispanic American,31,average,9,9,6,8,7,African American,Business/Econ/Finance,Colombia,1
male,23,Caucasian American,30,sligthly_above,7,8,8,8,3,Caucasian American,Business/Econ/Finance,Pittsburgh,1
male,23,Caucasian American,23,above,9,9,10,10,10,Caucasian American,Business/Econ/Finance,Pittsburgh,1
male,23,Caucasian American,25,above,9,9,9,9,9,African American,Business/Econ/Finance,Pittsburgh,1
male,23,Caucasian American,27,sligthly_above,7,8,7,8,6,Hispanic American,Business/Econ/Finance,Pittsburgh,1
male,26,Caucasian American,23,sligthly_above,10,7,9,7,8,Caucasian American,Business/Econ/Finance,New York,1
male,26,Caucasian American,25,sligthly_above,9,9,9,9,9,African American,Business/Econ/Finance,New York,1
male,26,Caucasian American,25,sligthly_above,8,10,9,10,8,Hispanic American,Business/Econ/Finance,New York,1
male,24,Asian-American,27,average,10,10,6,10,6,Hispanic American,Biological Sciences/Chemistry/Physics,Germany,1
male,28,Caucasian American,27,sligthly_above,8,9,9,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,New York,1
male,28,Caucasian American,25,sligthly_above,8,8,8,8,8,African American,Biological Sciences/Chemistry/Physics,New York,1
male,42,Caucasian American,25,sligthly_above,8,8,9,9,8,Caucasian American,Political Science/International Affairs,"Detroit, Michigan, USA",1
male,42,Caucasian American,31,sligthly_above,7,7,7,7,7,African American,Political Science/International Affairs,"Detroit, Michigan, USA",1
male,42,Caucasian American,25,above,9,9,9,9,9,African American,Political Science/International Affairs,"Detroit, Michigan, USA",1
male,42,Caucasian American,28,average,9,8,9,8,8,Caucasian American,Political Science/International Affairs,"Detroit, Michigan, USA",1
male,30,Hispanic American,24,above,10,10,10,10,10,Other,Political Science/International Affairs,"Los Angeles, CA",1
