"age","workclass","educatoin_num","marital_status","occupation","race","sex","hours_per_week","income"
36,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
58,"Self-Employed",9,"Married","Sales","White","Male",35,">50K"
56,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private",10,"Single","Sales","White","Male",40,"<=50K"
37,"Private",11,"Married","Blue-Collar","White","Male",40,">50K"
44,"Private",13,"Married","White-Collar","White","Female",40,"<=50K"
26,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
51,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
31,"Private",10,"Married","Blue-Collar","White","Male",50,">50K"
30,"Private",10,"Single","Sales","White","Female",40,"<=50K"
20,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
21,"Private",10,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
37,"Private",13,"Married","Professional","White","Male",50,">50K"
53,"Government",11,"Married","Professional","White","Male",40,">50K"
54,"Private",9,"Married","White-Collar","White","Male",45,"<=50K"
32,"?",13,"Divorced","?","White","Female",32,"<=50K"
34,"?",10,"Married","?","White","Female",6,">50K"
30,"Private",13,"Married","Sales","White","Male",50,">50K"
43,"Government",9,"Married","White-Collar","White","Female",40,"<=50K"
48,"Private",11,"Divorced","Service","White","Female",40,"<=50K"
42,"Self-Employed",13,"Married","Sales","White","Male",48,"<=50K"
62,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
31,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private",9,"Single","Sales","White","Male",60,"<=50K"
45,"Private",13,"Married","White-Collar","White","Male",32,"<=50K"
34,"Private",10,"Separated","Sales","White","Male",45,"<=50K"
64,"Private",9,"Married","White-Collar","White","Male",20,"<=50K"
42,"Self-Employed",13,"Married","Blue-Collar","White","Male",65,"<=50K"
60,"Self-Employed",9,"Married","Sales","White","Male",70,"<=50K"
44,"Private",9,"Single","Blue-Collar","White","Male",58,"<=50K"
67,"?",4,"Married","?","White","Male",4,"<=50K"
45,"Private",12,"Divorced","Service","White","Female",40,"<=50K"
53,"Self-Employed",15,"Married","Professional","White","Male",38,">50K"
37,"Private",11,"Married","Blue-Collar","White","Male",50,">50K"
32,"?",6,"Married","?","White","Female",40,"<=50K"
23,"Private",9,"Single","Service","White","Female",35,"<=50K"
28,"Private",13,"Married","Professional","Asian-Pac-Islander","Male",40,"<=50K"
55,"Private",4,"Married","Blue-Collar","White","Male",41,"<=50K"
58,"Private",14,"Single","White-Collar","White","Female",24,">50K"
74,"Self-Employed",10,"Married","White-Collar","White","Male",25,">50K"
27,"Private",9,"Single","White-Collar","White","Male",40,"<=50K"
37,"Private",9,"Divorced","White-Collar","Black","Female",40,"<=50K"
22,"?",10,"Single","?","Asian-Pac-Islander","Female",4,"<=50K"
44,"Self-Employed",6,"Married","Service","White","Male",70,"<=50K"
23,"Private",12,"Single","White-Collar","White","Male",40,"<=50K"
41,"Private",13,"Married","White-Collar","White","Male",40,"<=50K"
45,"Private",10,"Married","Service","Asian-Pac-Islander","Male",55,">50K"
29,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
33,"Private",13,"Single","Sales","White","Male",45,">50K"
61,"Government",14,"Married","White-Collar","White","Male",60,">50K"
29,"Private",12,"Married","Sales","Other","Female",45,">50K"
22,"Private",10,"Single","Sales","White","Male",38,"<=50K"
28,"Private",5,"Single","Blue-Collar","White","Male",40,"<=50K"
30,"Private",13,"Married","Professional","White","Female",40,"<=50K"
20,"Private",10,"Single","Blue-Collar","White","Male",20,"<=50K"
28,"?",6,"Separated","?","White","Male",30,"<=50K"
45,"Private",9,"Married","Blue-Collar","White","Male",50,">50K"
19,"?",10,"Single","?","White","Female",24,"<=50K"
42,"Private",12,"Divorced","White-Collar","White","Female",40,"<=50K"
34,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
31,"Private",13,"Married","Professional","White","Male",60,">50K"
23,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
50,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
40,"Private",6,"Married","White-Collar","White","Male",40,">50K"
57,"Private",9,"Divorced","White-Collar","White","Female",45,"<=50K"
35,"Private",10,"Married","White-Collar","White","Female",27,"<=50K"
24,"Private",13,"Single","White-Collar","White","Male",45,"<=50K"
27,"Private",10,"Single","White-Collar","White","Female",15,"<=50K"
27,"Government",10,"Single","Service","White","Female",40,">50K"
45,"Self-Employed",9,"Married","Sales","White","Male",40,"<=50K"
80,"Private",16,"Married","Professional","White","Male",30,"<=50K"
23,"Government",10,"Single","Service","White","Male",50,"<=50K"
46,"Private",10,"Married","White-Collar","White","Male",40,">50K"
38,"Private",13,"Married","Sales","White","Male",40,">50K"
50,"Private",9,"Divorced","Sales","White","Male",60,"<=50K"
90,"Private",13,"Married","Sales","White","Male",20,"<=50K"
55,"Private",10,"Married","Sales","White","Male",50,"<=50K"
72,"Private",9,"Married","White-Collar","White","Female",50,"<=50K"
65,"Private",10,"Widowed","White-Collar","White","Female",40,"<=50K"
37,"Private",6,"Divorced","Blue-Collar","White","Male",40,"<=50K"
39,"Government",9,"Married","White-Collar","White","Female",40,"<=50K"
38,"Private",11,"Married","Blue-Collar","White","Male",40,"<=50K"
46,"Private",10,"Married","White-Collar","White","Male",50,">50K"
50,"Private",9,"Married","Sales","White","Male",65,">50K"
54,"Private",12,"Married","White-Collar","White","Male",40,">50K"
40,"Private",14,"Single","Sales","White","Male",50,">50K"
30,"Private",4,"Married","Blue-Collar","White","Male",40,"<=50K"
50,"Private",9,"Married","Blue-Collar","White","Male",35,"<=50K"
28,"Private",10,"Single","Blue-Collar","White","Male",30,"<=50K"
34,"Private",11,"Married","Blue-Collar","White","Male",53,"<=50K"
55,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
20,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
19,"?",10,"Single","?","White","Female",32,"<=50K"
21,"Private",10,"Single","White-Collar","White","Male",35,"<=50K"
39,"Private",10,"Divorced","Service","White","Female",20,"<=50K"
43,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
33,"Government",9,"Single","Service","Amer-Indian-Eskimo","Male",40,"<=50K"
26,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
45,"Government",16,"Married","Professional","White","Male",40,">50K"
31,"Government",10,"Single","Service","White","Female",65,"<=50K"
32,"Private",3,"Married","Blue-Collar","White","Male",60,"<=50K"
60,"Self-Employed",9,"Married","Sales","White","Male",50,"<=50K"
41,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
21,"Private",10,"Single","Service","Black","Male",20,"<=50K"
27,"Private",10,"Divorced","White-Collar","Black","Female",36,"<=50K"
33,"Private",3,"Divorced","Blue-Collar","White","Male",40,"<=50K"
43,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private",7,"Married","Blue-Collar","White","Male",40,">50K"
18,"Self-Employed",6,"Single","Blue-Collar","White","Male",40,"<=50K"
48,"Self-Employed",10,"Married","White-Collar","White","Male",40,">50K"
37,"Private",4,"Divorced","White-Collar","White","Male",50,"<=50K"
58,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
57,"Private",8,"Married","Blue-Collar","Black","Male",40,">50K"
42,"Government",13,"Single","White-Collar","White","Female",40,">50K"
24,"Private",9,"Single","White-Collar","White","Male",40,"<=50K"
26,"Private",13,"Single","Service","White","Male",15,"<=50K"
43,"Self-Employed",9,"Divorced","Blue-Collar","White","Male",50,"<=50K"
34,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
38,"Private",13,"Married","White-Collar","White","Female",40,"<=50K"
51,"Self-Employed",7,"Married","Blue-Collar","White","Male",45,">50K"
31,"?",9,"Married","?","Black","Female",45,"<=50K"
49,"Self-Employed",16,"Married","Professional","White","Female",35,">50K"
26,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
28,"Private",9,"Divorced","Blue-Collar","Black","Female",20,"<=50K"
22,"Government",10,"Married","Sales","White","Male",37,"<=50K"
26,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
45,"Private",5,"Married","Service","White","Male",40,">50K"
39,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
23,"Private",9,"Married","Sales","White","Male",40,"<=50K"
62,"?",9,"Married","?","White","Male",8,"<=50K"
42,"Government",13,"Married","Professional","White","Male",60,">50K"
39,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
43,"Government",11,"Divorced","Blue-Collar","White","Male",40,"<=50K"
33,"Self-Employed",10,"Single","Blue-Collar","White","Male",70,"<=50K"
68,"Government",13,"Married","White-Collar","White","Male",20,"<=50K"
30,"?",14,"Married","?","White","Male",46,">50K"
32,"Private",13,"Single","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
25,"Private",10,"Single","White-Collar","Other","Male",40,"<=50K"
53,"Private",3,"Married","Service","White","Female",24,"<=50K"
38,"Private",11,"Married","White-Collar","White","Male",55,">50K"
62,"?",9,"Married","?","White","Male",40,"<=50K"
20,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
26,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
43,"Government",9,"Divorced","Service","White","Female",40,"<=50K"
29,"Government",10,"Single","Service","White","Male",36,"<=50K"
34,"Private",6,"Separated","Service","White","Female",36,"<=50K"
24,"Private",10,"Single","Sales","White","Male",35,"<=50K"
44,"Government",14,"Married","Professional","White","Male",35,">50K"
19,"Private",10,"Single","White-Collar","White","Male",40,"<=50K"
47,"Private",13,"Married","White-Collar","White","Male",40,">50K"
40,"Private",10,"Divorced","Service","White","Female",48,"<=50K"
45,"Private",9,"Widowed","Sales","White","Female",45,"<=50K"
43,"Private",9,"Separated","Blue-Collar","Black","Female",45,"<=50K"
22,"?",5,"Single","?","White","Male",30,"<=50K"
50,"Private",16,"Divorced","Professional","White","Male",50,">50K"
72,"?",10,"Married","?","White","Male",3,"<=50K"
29,"Private",13,"Single","Professional","White","Male",40,"<=50K"
47,"Private",13,"Single","White-Collar","White","Male",50,"<=50K"
24,"Private",9,"Single","Sales","White","Male",35,"<=50K"
22,"?",10,"Single","?","White","Male",15,"<=50K"
21,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
30,"Self-Employed",9,"Married","White-Collar","White","Male",50,">50K"
37,"Private",10,"Widowed","Service","White","Female",40,"<=50K"
74,"Self-Employed",15,"Divorced","Professional","White","Male",40,"<=50K"
70,"Self-Employed",10,"Married","Blue-Collar","White","Male",70,"<=50K"
27,"Private",11,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Government",13,"Divorced","White-Collar","Asian-Pac-Islander","Female",46,"<=50K"
30,"Private",7,"Married","Blue-Collar","White","Male",50,"<=50K"
29,"Government",11,"Divorced","Service","White","Male",56,"<=50K"
18,"Private",7,"Single","Blue-Collar","White","Male",40,"<=50K"
31,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
39,"Government",10,"Married","Service","White","Male",70,"<=50K"
21,"Private",10,"Single","Service","White","Female",30,"<=50K"
31,"Private",9,"Married","Blue-Collar","White","Male",38,"<=50K"
33,"Government",10,"Married","Service","White","Male",40,"<=50K"
39,"Private",15,"Divorced","Professional","White","Male",70,">50K"
29,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private",10,"Married","Service","White","Male",40,"<=50K"
52,"Government",13,"Widowed","White-Collar","White","Female",55,"<=50K"
35,"Private",9,"Single","Sales","White","Male",25,"<=50K"
33,"Private",6,"Married","Blue-Collar","White","Male",40,"<=50K"
40,"?",5,"Divorced","?","White","Female",5,"<=50K"
43,"Private",13,"Married","White-Collar","Asian-Pac-Islander","Male",50,">50K"
66,"?",2,"Single","?","Black","Male",30,"<=50K"
51,"Government",13,"Married","White-Collar","White","Male",40,">50K"
36,"Private",9,"Single","Service","White","Female",30,"<=50K"
17,"Government",7,"Single","Professional","White","Female",40,"<=50K"
32,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
39,"Private",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
19,"Self-Employed",10,"Single","Blue-Collar","White","Male",60,"<=50K"
54,"Private",7,"Divorced","White-Collar","White","Male",40,">50K"
45,"Private",13,"Divorced","Professional","White","Male",50,">50K"
47,"Government",13,"Divorced","Professional","Black","Female",40,"<=50K"
49,"Self-Employed",9,"Married","Blue-Collar","White","Male",98,"<=50K"
32,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
28,"Self-Employed",9,"Married","Blue-Collar","White","Male",50,"<=50K"
39,"Self-Employed",13,"Married","Sales","White","Male",40,"<=50K"
27,"Self-Employed",9,"Single","Sales","White","Male",50,"<=50K"
42,"Government",14,"Married","Professional","White","Female",38,">50K"
24,"Private",13,"Married","Professional","White","Male",44,"<=50K"
45,"Private",13,"Married","Blue-Collar","White","Male",45,">50K"
19,"Private",9,"Single","Service","White","Male",30,"<=50K"
46,"Private",6,"Married","Blue-Collar","White","Male",40,">50K"
50,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Private",9,"Single","White-Collar","White","Female",42,"<=50K"
47,"Self-Employed",15,"Married","Professional","White","Male",50,">50K"
69,"?",13,"Married","?","White","Male",10,">50K"
43,"Self-Employed",9,"Married","Blue-Collar","White","Male",50,"<=50K"
29,"Private",13,"Single","Blue-Collar","White","Male",40,"<=50K"
43,"Government",15,"Married","Professional","Asian-Pac-Islander","Male",55,">50K"
90,"Private",13,"Single","Professional","White","Female",10,"<=50K"
41,"Private",15,"Married","White-Collar","White","Female",50,">50K"
24,"Private",1,"Single","Blue-Collar","White","Male",36,"<=50K"
24,"Private",10,"Single","Blue-Collar","White","Male",50,"<=50K"
24,"Private",10,"Single","Service","White","Female",53,"<=50K"
35,"Private",9,"Married","White-Collar","White","Female",42,">50K"
30,"Private",13,"Single","White-Collar","White","Male",40,"<=50K"
46,"Private",13,"Separated","White-Collar","White","Female",40,"<=50K"
19,"Government",10,"Single","White-Collar","White","Female",30,"<=50K"
39,"Private",5,"Separated","Blue-Collar","White","Male",35,"<=50K"
43,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
65,"Private",9,"Widowed","Sales","White","Female",24,"<=50K"
34,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
41,"Private",11,"Married","Sales","White","Male",40,"<=50K"
24,"Self-Employed",10,"Single","Blue-Collar","White","Male",60,"<=50K"
24,"Private",9,"Single","Service","Amer-Indian-Eskimo","Male",35,"<=50K"
34,"Self-Employed",14,"Single","White-Collar","White","Female",45,">50K"
33,"Private",9,"Married","Sales","White","Male",40,">50K"
37,"Private",9,"Single","Blue-Collar","White","Male",38,"<=50K"
39,"Self-Employed",9,"Married","Blue-Collar","White","Male",60,">50K"
58,"Private",9,"Divorced","Service","White","Female",25,"<=50K"
36,"Self-Employed",9,"Married","Blue-Collar","White","Male",35,"<=50K"
33,"Government",10,"Married","Service","White","Female",40,"<=50K"
42,"Government",14,"Married","Professional","White","Male",55,"<=50K"
31,"Private",10,"Single","Service","Black","Male",40,"<=50K"
57,"Private",9,"Separated","Blue-Collar","White","Male",40,"<=50K"
67,"Government",9,"Married","Service","White","Male",40,">50K"
23,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
35,"Private",10,"Married","Professional","Amer-Indian-Eskimo","Male",40,"<=50K"
43,"Private",13,"Married","Professional","White","Male",55,">50K"
39,"Self-Employed",10,"Married","Blue-Collar","White","Male",60,"<=50K"
36,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
29,"Government",12,"Divorced","Service","White","Female",13,"<=50K"
25,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
54,"Private",6,"Separated","Blue-Collar","Black","Male",45,">50K"
24,"Private",9,"Married","Blue-Collar","White","Male",44,"<=50K"
50,"Self-Employed",13,"Married","Sales","Asian-Pac-Islander","Male",60,">50K"
70,"Private",6,"Married","Blue-Collar","White","Male",50,"<=50K"
61,"Private",13,"Divorced","Sales","Black","Male",48,">50K"
51,"Government",13,"Married","White-Collar","White","Male",40,"<=50K"
38,"Self-Employed",14,"Married","Blue-Collar","White","Male",70,"<=50K"
51,"Private",9,"Divorced","Professional","White","Female",40,">50K"
28,"Private",9,"Single","Service","White","Male",40,"<=50K"
