gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,match
female,26,Asian-American,28,average,6,7,6,5,5,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,29,Caucasian American,29,below,8,9,9,8,5,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,24,average,6,7,6,2,5,Hispanic American,"Social Science, Psychologist",0
female,29,Caucasian American,21,average,7,8,5,8,7,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,26,average,6,7,3,6,6,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,32,average,5,6,7,7,2,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,25,average,8,9,3,7,4,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,25,below,7,7,5,7,4,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,27,average,7,7,5,3,4,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,23,sligthly_above,7,7,7,7,7,African American,"Social Science, Psychologist",0
female,29,Caucasian American,27,above,10,10,10,10,10,Asian-American,"Social Science, Psychologist",0
female,29,Caucasian American,24,sligthly_above,7,7,7,7,7,Other,"Social Science, Psychologist",0
female,29,Caucasian American,22,average,8,6,6,5,6,Asian-American,"Social Science, Psychologist",0
female,29,Caucasian American,27,average,7,7,6,5,5,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,28,average,9,9,7,6,8,Asian-American,"Social Science, Psychologist",0
female,29,Caucasian American,34,below,5,6,5,6,3,Caucasian American,"Social Science, Psychologist",0
female,29,Caucasian American,27,average,10,9,7,6,6,Asian-American,"Social Science, Psychologist",0
female,29,Caucasian American,28,above,10,10,4,5,4,African American,"Social Science, Psychologist",0
female,29,Caucasian American,28,below,8,7,4,4,3,Hispanic American,"Social Science, Psychologist",0
female,26,African American,29,below,8,8,9,7,4,Caucasian American,"Social Science, Psychologist",0
female,26,African American,24,sligthly_above,8,9,9,8,9,Hispanic American,"Social Science, Psychologist",1
female,26,African American,21,average,6,7,5,7,7,Caucasian American,"Social Science, Psychologist",0
female,26,African American,26,sligthly_above,5,7,8,7,8,Caucasian American,"Social Science, Psychologist",0
female,26,African American,32,sligthly_above,8,8,8,8,2,Caucasian American,"Social Science, Psychologist",0
female,26,African American,25,sligthly_above,8,8,9,6,4,Caucasian American,"Social Science, Psychologist",0
female,26,African American,25,average,7,8,8,7,5,Caucasian American,"Social Science, Psychologist",0
female,26,African American,27,average,7,9,7,8,6,Caucasian American,"Social Science, Psychologist",0
female,26,African American,23,sligthly_above,8,8,8,8,8,African American,"Social Science, Psychologist",1
female,26,African American,27,slightly_below,1,1,1,1,1,Asian-American,"Social Science, Psychologist",0
female,26,African American,24,average,6,6,6,6,6,Other,"Social Science, Psychologist",0
female,26,African American,22,sligthly_above,7,8,7,5,8,Caucasian American,"Social Science, Psychologist",0
female,26,African American,27,average,5,7,7,6,7,Caucasian American,"Social Science, Psychologist",1
female,26,African American,28,sligthly_above,9,8,8,5,7,Asian-American,"Social Science, Psychologist",1
female,26,African American,34,average,7,8,7,7,8,Caucasian American,"Social Science, Psychologist",1
female,26,African American,27,average,10,8,8,6,6,Asian-American,"Social Science, Psychologist",0
female,26,African American,28,average,10,10,8,7,6,African American,"Social Science, Psychologist",1
female,26,African American,28,average,8,8,8,7,5,Hispanic American,"Social Science, Psychologist",0
female,26,Caucasian American,29,average,6,5,5,7,3,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,24,average,7,8,8,9,8,Hispanic American,English/Creative Writing/Journalism,1
female,26,Caucasian American,21,average,8,7,7,5,6,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,26,sligthly_above,9,6,8,5,7,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,32,below,5,7,5,5,2,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,25,sligthly_above,7,9,7,6,6,Caucasian American,English/Creative Writing/Journalism,1
female,26,Caucasian American,25,sligthly_above,7,7,8,7,7,Caucasian American,English/Creative Writing/Journalism,1
female,26,Caucasian American,27,average,4,6,3,3,2,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,23,sligthly_above,7,7,7,7,7,African American,English/Creative Writing/Journalism,1
female,26,Caucasian American,27,above,10,10,10,10,10,Asian-American,English/Creative Writing/Journalism,0
female,26,Caucasian American,24,sligthly_above,7,7,7,7,7,Other,English/Creative Writing/Journalism,0
female,26,Caucasian American,22,sligthly_above,8,8,8,7,10,Asian-American,English/Creative Writing/Journalism,0
female,26,Caucasian American,27,below,4,5,3,3,5,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,28,sligthly_above,8,5,5,6,7,Asian-American,English/Creative Writing/Journalism,0
female,26,Caucasian American,34,below,5,7,5,7,4,Caucasian American,English/Creative Writing/Journalism,0
female,26,Caucasian American,27,average,8,7,6,6,6,Asian-American,English/Creative Writing/Journalism,0
female,26,Caucasian American,28,average,10,10,7,7,4,African American,English/Creative Writing/Journalism,0
female,26,Caucasian American,28,average,6,7,6,6,3,Hispanic American,English/Creative Writing/Journalism,0
female,32,Caucasian American,29,average,7,9,4,8,9,Caucasian American,Law,0
female,32,Caucasian American,24,average,3,2,0,4,2,Hispanic American,Law,0
female,32,Caucasian American,21,average,6,7,4,5,7,Caucasian American,Law,0
female,32,Caucasian American,26,below,4,6,2,3,4,Caucasian American,Law,0
female,32,Caucasian American,25,average,8,7,5,9,3,Caucasian American,Law,0
female,32,Caucasian American,32,average,5,7,5,5,8,Caucasian American,Law,0
female,32,Caucasian American,25,average,7,9,3,4,3,Caucasian American,Law,0
female,32,Caucasian American,25,below,7,8,3,8,3,Caucasian American,Law,0
female,32,Caucasian American,27,average,8,8,5,3,3,Caucasian American,Law,1
female,32,Caucasian American,23,sligthly_above,7,7,0,7,0,African American,Law,0
female,32,Caucasian American,27,above,10,10,10,10,10,Asian-American,Law,0
female,32,Caucasian American,24,sligthly_above,7,7,7,7,7,Other,Law,0
female,32,Caucasian American,22,average,9,7,5,5,6,Asian-American,Law,0
female,32,Caucasian American,27,below,6,5,3,5,3,Caucasian American,Law,0
female,32,Caucasian American,28,below,4,5,3,3,2,Asian-American,Law,0
female,32,Caucasian American,34,below,5,6,3,5,4,Caucasian American,Law,0
female,32,Caucasian American,27,average,9,9,6,6,6,Asian-American,Law,0
female,32,Caucasian American,28,average,7,7,3,5,3,African American,Law,0
female,32,Caucasian American,28,average,5,4,3,4,2,Hispanic American,Law,0
female,28,Caucasian American,29,sligthly_above,8,9,7,7,6,Caucasian American,Languages,0
female,28,Caucasian American,24,sligthly_above,9,8,8,7,9,Hispanic American,Languages,0
female,28,Caucasian American,21,average,6,8,6,6,8,Caucasian American,Languages,0
female,28,Caucasian American,26,above,9,6,5,4,3,Caucasian American,Languages,0
female,28,Caucasian American,32,sligthly_above,7,8,8,8,3,Caucasian American,Languages,0
female,28,Caucasian American,25,sligthly_above,7,8,7,7,4,Caucasian American,Languages,0
female,28,Caucasian American,25,sligthly_above,7,7,8,5,5,Caucasian American,Languages,0
female,28,Caucasian American,27,above,10,10,8,7,8,Caucasian American,Languages,0
female,28,Caucasian American,23,sligthly_above,7,7,7,7,7,African American,Languages,0
female,28,Caucasian American,27,above,10,10,10,10,10,Asian-American,Languages,0
female,28,Caucasian American,24,sligthly_above,7,7,7,7,7,Other,Languages,0
female,28,Caucasian American,27,sligthly_above,6,7,6,5,5,Caucasian American,Languages,1
female,28,Caucasian American,28,sligthly_above,9,8,8,3,6,Asian-American,Languages,1
female,28,Caucasian American,34,average,7,7,7,7,8,Caucasian American,Languages,0
female,28,Caucasian American,27,sligthly_above,9,9,8,5,8,Asian-American,Languages,1
female,28,Caucasian American,28,sligthly_above,10,8,5,7,4,African American,Languages,1
female,28,Caucasian American,28,average,7,6,5,4,3,Hispanic American,Languages,0
female,26,Asian-American,29,above,7,5,6,5,7,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,24,below,2,3,2,4,2,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,21,average,6,7,5,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,26,average,8,3,5,3,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,25,average,7,8,4,5,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,25,average,5,5,5,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,5,6,7,8,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,5,5,5,5,5,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,24,average,6,6,6,6,6,Other,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,22,above,9,9,9,6,10,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,below,6,3,3,3,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,sligthly_above,6,5,5,6,3,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,34,average,5,5,5,3,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,9,8,7,6,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,average,10,7,4,5,4,African American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,sligthly_above,6,7,7,8,6,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,24,Hispanic American,29,above,9,9,6,9,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,24,sligthly_above,9,9,8,10,9,Hispanic American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,21,above,7,8,7,8,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,26,sligthly_above,9,8,8,7,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,25,sligthly_above,9,9,8,9,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,25,average,7,7,7,7,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,27,above,8,8,8,10,5,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,23,above,9,9,9,9,9,African American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,27,above,10,10,10,10,10,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,24,sligthly_above,8,8,8,8,8,Other,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,22,above,9,9,9,7,9,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,27,average,5,6,5,5,5,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,28,above,9,8,6,5,8,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,34,above,8,8,8,7,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,27,above,9,9,9,8,8,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Hispanic American,28,sligthly_above,10,7,7,7,6,African American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Hispanic American,28,above,8,9,6,6,7,Hispanic American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Caucasian American,29,above,9,8,5,6,7,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,24,sligthly_above,9,8,7,6,7,Hispanic American,History/Religion/Philosophy,1
female,24,Caucasian American,21,sligthly_above,6,7,5,7,8,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,26,above,10,8,9,7,8,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,32,average,6,8,7,9,2,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,25,sligthly_above,7,9,8,9,4,Caucasian American,History/Religion/Philosophy,1
female,24,Caucasian American,25,sligthly_above,8,8,8,7,6,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,27,sligthly_above,10,10,7,7,8,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,27,sligthly_above,8,9,9,9,9,Asian-American,History/Religion/Philosophy,1
female,24,Caucasian American,24,sligthly_above,8,8,8,8,8,Other,History/Religion/Philosophy,0
female,24,Caucasian American,22,sligthly_above,8,8,8,8,7,Asian-American,History/Religion/Philosophy,0
female,24,Caucasian American,27,average,7,7,6,5,5,Caucasian American,History/Religion/Philosophy,1
female,24,Caucasian American,28,above,9,10,9,8,9,Asian-American,History/Religion/Philosophy,1
female,24,Caucasian American,34,sligthly_above,6,7,6,5,5,Caucasian American,History/Religion/Philosophy,0
female,24,Caucasian American,27,average,8,8,6,6,7,Asian-American,History/Religion/Philosophy,1
female,24,Caucasian American,28,sligthly_above,8,7,6,7,5,African American,History/Religion/Philosophy,0
female,24,Caucasian American,28,sligthly_above,6,8,7,6,6,Hispanic American,History/Religion/Philosophy,0
female,23,Asian-American,29,average,7,7,5,7,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,24,average,6,7,4,5,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,21,sligthly_above,6,8,6,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,26,sligthly_above,9,8,7,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,23,Asian-American,32,average,6,6,7,8,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,25,sligthly_above,8,9,8,7,4,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,23,Asian-American,25,sligthly_above,7,8,8,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,23,Asian-American,27,sligthly_above,9,10,6,9,9,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,23,Asian-American,23,above,9,9,9,9,9,African American,Biological Sciences/Chemistry/Physics,1
female,23,Asian-American,27,average,5,9,5,9,9,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,24,average,6,6,6,6,6,Other,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,22,sligthly_above,7,7,7,5,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,27,average,6,5,6,5,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,28,average,5,7,5,5,5,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,34,average,6,8,5,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,27,average,8,8,7,6,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,28,sligthly_above,10,8,4,5,4,African American,Biological Sciences/Chemistry/Physics,0
female,23,Asian-American,28,average,7,6,5,5,5,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,29,sligthly_above,6,5,6,4,4,Caucasian American,Social Work,0
female,23,Caucasian American,24,average,0,4,6,5,7,Hispanic American,Social Work,0
female,23,Caucasian American,21,sligthly_above,5,6,6,6,5,Caucasian American,Social Work,0
female,23,Caucasian American,26,sligthly_above,4,4,9,8,8,Caucasian American,Social Work,0
female,23,Caucasian American,32,average,5,7,5,8,2,Caucasian American,Social Work,0
female,23,Caucasian American,25,above,7,6,4,6,3,Caucasian American,Social Work,0
female,23,Caucasian American,25,average,6,6,5,4,5,Caucasian American,Social Work,0
female,23,Caucasian American,27,average,6,7,4,6,2,Caucasian American,Social Work,0
female,23,Caucasian American,23,sligthly_above,8,8,8,8,8,African American,Social Work,1
